run_id,message_id,device_id,payload_number,send_timestamp_ns,payload_size_bytes,published_by_client
20260618_165935_586298,20260618_165935_586298-063-04,063,4,1781776777535362100,145,1
20260618_165935_586298,20260618_165935_586298-063-05,063,5,1781776777541585200,145,1
20260618_165935_586298,20260618_165935_586298-064-01,064,1,1781776777547469600,142,1
20260618_165935_586298,20260618_165935_586298-064-02,064,2,1781776777553451700,145,1
20260618_165935_586298,20260618_165935_586298-064-03,064,3,1781776777559132400,145,1
20260618_165935_586298,20260618_165935_586298-064-04,064,4,1781776777565582800,144,1
20260618_165935_586298,20260618_165935_586298-064-05,064,5,1781776777571574600,142,1
20260618_165935_586298,20260618_165935_586298-065-01,065,1,1781776777577734300,144,1
20260618_165935_586298,20260618_165935_586298-065-02,065,2,1781776777583615100,144,1
20260618_165935_586298,20260618_165935_586298-065-03,065,3,1781776777590040700,143,1
20260618_165935_586298,20260618_165935_586298-065-04,065,4,1781776777596038300,143,1
20260618_165935_586298,20260618_165935_586298-065-05,065,5,1781776777602522000,144,1
20260618_165935_586298,20260618_165935_586298-066-01,066,1,1781776777608760200,143,1
20260618_165935_586298,20260618_165935_586298-066-02,066,2,1781776777615558200,144,1
20260618_165935_586298,20260618_165935_586298-066-03,066,3,1781776777621883400,143,1
20260618_165935_586298,20260618_165935_586298-066-04,066,4,1781776777628943900,143,1
20260618_165935_586298,20260618_165935_586298-066-05,066,5,1781776777635489300,144,1
20260618_165935_586298,20260618_165935_586298-067-01,067,1,1781776777641528600,144,1
20260618_165935_586298,20260618_165935_586298-067-02,067,2,1781776777648046100,144,1
20260618_165935_586298,20260618_165935_586298-067-03,067,3,1781776777654231300,143,1
20260618_165935_586298,20260618_165935_586298-067-04,067,4,1781776777660474300,144,1
20260618_165935_586298,20260618_165935_586298-067-05,067,5,1781776777667234800,144,1
20260618_165935_586298,20260618_165935_586298-068-01,068,1,1781776777673411900,143,1
20260618_165935_586298,20260618_165935_586298-068-02,068,2,1781776777680594600,143,1
20260618_165935_586298,20260618_165935_586298-068-03,068,3,1781776777686545900,144,1
20260618_165935_586298,20260618_165935_586298-068-04,068,4,1781776777692361000,144,1
20260618_165935_586298,20260618_165935_586298-068-05,068,5,1781776777698107900,144,1
20260618_165935_586298,20260618_165935_586298-069-01,069,1,1781776777704079500,145,1
20260618_165935_586298,20260618_165935_586298-069-02,069,2,1781776777710383600,144,1
20260618_165935_586298,20260618_165935_586298-069-03,069,3,1781776777716162900,145,1
20260618_165935_586298,20260618_165935_586298-069-04,069,4,1781776777721983900,142,1
20260618_165935_586298,20260618_165935_586298-069-05,069,5,1781776777728281900,145,1
20260618_165935_586298,20260618_165935_586298-070-01,070,1,1781776777734254900,145,1
20260618_165935_586298,20260618_165935_586298-070-02,070,2,1781776777740115600,143,1
20260618_165935_586298,20260618_165935_586298-070-03,070,3,1781776777746206900,143,1
