run_id,message_id,device_id,payload_number,send_timestamp_ns,payload_size_bytes,published_by_client
20260618_170055_592739,20260618_170055_592739-006-06,006,6,1781776856178726100,144,1
20260618_170055_592739,20260618_170055_592739-006-07,006,7,1781776856184426700,143,1
20260618_170055_592739,20260618_170055_592739-006-08,006,8,1781776856190255800,145,1
20260618_170055_592739,20260618_170055_592739-006-09,006,9,1781776856195964600,144,1
20260618_170055_592739,20260618_170055_592739-006-10,006,10,1781776856201552200,144,1
20260618_170055_592739,20260618_170055_592739-006-11,006,11,1781776856207527900,144,1
20260618_170055_592739,20260618_170055_592739-006-12,006,12,1781776856213174500,142,1
20260618_170055_592739,20260618_170055_592739-006-13,006,13,1781776856218870700,143,1
20260618_170055_592739,20260618_170055_592739-006-14,006,14,1781776856224723300,145,1
20260618_170055_592739,20260618_170055_592739-006-15,006,15,1781776856230520400,144,1
20260618_170055_592739,20260618_170055_592739-006-16,006,16,1781776856235992300,145,1
20260618_170055_592739,20260618_170055_592739-006-17,006,17,1781776856242107300,142,1
20260618_170055_592739,20260618_170055_592739-006-18,006,18,1781776856248057900,144,1
20260618_170055_592739,20260618_170055_592739-006-19,006,19,1781776856253956300,145,1
20260618_170055_592739,20260618_170055_592739-006-20,006,20,1781776856259689900,145,1
20260618_170055_592739,20260618_170055_592739-007-01,007,1,1781776856265670300,144,1
20260618_170055_592739,20260618_170055_592739-007-02,007,2,1781776856271609900,143,1
20260618_170055_592739,20260618_170055_592739-007-03,007,3,1781776856277322700,141,1
20260618_170055_592739,20260618_170055_592739-007-04,007,4,1781776856283014100,144,1
20260618_170055_592739,20260618_170055_592739-007-05,007,5,1781776856288793300,145,1
20260618_170055_592739,20260618_170055_592739-007-06,007,6,1781776856294670900,144,1
20260618_170055_592739,20260618_170055_592739-007-07,007,7,1781776856300797400,145,1
20260618_170055_592739,20260618_170055_592739-007-08,007,8,1781776856306627100,145,1
20260618_170055_592739,20260618_170055_592739-007-09,007,9,1781776856312583900,145,1
20260618_170055_592739,20260618_170055_592739-007-10,007,10,1781776856318270900,144,1
20260618_170055_592739,20260618_170055_592739-007-11,007,11,1781776856324127100,144,1
20260618_170055_592739,20260618_170055_592739-007-12,007,12,1781776856329822700,145,1
20260618_170055_592739,20260618_170055_592739-007-13,007,13,1781776856336208700,143,1
20260618_170055_592739,20260618_170055_592739-007-14,007,14,1781776856342265000,144,1
20260618_170055_592739,20260618_170055_592739-007-15,007,15,1781776856347965200,144,1
20260618_170055_592739,20260618_170055_592739-007-16,007,16,1781776856353871500,145,1
20260618_170055_592739,20260618_170055_592739-007-17,007,17,1781776856359636100,143,1
20260618_170055_592739,20260618_170055_592739-007-18,007,18,1781776856365453000,144,1
20260618_170055_592739,20260618_170055_592739-007-19,007,19,1781776856371029400,145,1
20260618_170055_592739,20260618_170055_592739-007-20,007,20,1781776856376699600,144,1
20260618_170055_592739,20260618_170055_592739-008-01,008,1,1781776856382494700,143,1
20260618_170055_592739,20260618_170055_592739-008-02,008,2,1781776856388053600,144,1
20260618_170055_592739,20260618_170055_592739-008-03,008,3,1781776856394148300,144,1
20260618_170055_592739,20260618_170055_592739-008-04,008,4,1781776856399635100,145,1
20260618_170055_592739,20260618_170055_592739-008-05,008,5,1781776856406046800,144,1
20260618_170055_592739,20260618_170055_592739-008-06,008,6,1781776856411811800,145,1
20260618_170055_592739,20260618_170055_592739-008-07,008,7,1781776856417624900,145,1
20260618_170055_592739,20260618_170055_592739-008-08,008,8,1781776856423198700,144,1
20260618_170055_592739,20260618_170055_592739-008-09,008,9,1781776856429041400,145,1
20260618_170055_592739,20260618_170055_592739-008-10,008,10,1781776856434683600,143,1
20260618_170055_592739,20260618_170055_592739-008-11,008,11,1781776856440358600,144,1
20260618_170055_592739,20260618_170055_592739-008-12,008,12,1781776856446047600,144,1
20260618_170055_592739,20260618_170055_592739-008-13,008,13,1781776856451951100,144,1
20260618_170055_592739,20260618_170055_592739-008-14,008,14,1781776856458168400,145,1
20260618_170055_592739,20260618_170055_592739-008-15,008,15,1781776856465186200,144,1
20260618_170055_592739,20260618_170055_592739-008-16,008,16,1781776856471153300,143,1
20260618_170055_592739,20260618_170055_592739-008-17,008,17,1781776856476797500,144,1
20260618_170055_592739,20260618_170055_592739-008-18,008,18,1781776856482857900,144,1
20260618_170055_592739,20260618_170055_592739-008-19,008,19,1781776856489531800,144,1
20260618_170055_592739,20260618_170055_592739-008-20,008,20,1781776856496104400,145,1
20260618_170055_592739,20260618_170055_592739-009-01,009,1,1781776856502270800,145,1
20260618_170055_592739,20260618_170055_592739-009-02,009,2,1781776856508284400,142,1
20260618_170055_592739,20260618_170055_592739-009-03,009,3,1781776856514021200,143,1
20260618_170055_592739,20260618_170055_592739-009-04,009,4,1781776856520538900,144,1
20260618_170055_592739,20260618_170055_592739-009-05,009,5,1781776856526130600,144,1
20260618_170055_592739,20260618_170055_592739-009-06,009,6,1781776856531995800,144,1
20260618_170055_592739,20260618_170055_592739-009-07,009,7,1781776856537957800,143,1
20260618_170055_592739,20260618_170055_592739-009-08,009,8,1781776856543463200,144,1
20260618_170055_592739,20260618_170055_592739-009-09,009,9,1781776856549038800,145,1
20260618_170055_592739,20260618_170055_592739-009-10,009,10,1781776856554618000,145,1
20260618_170055_592739,20260618_170055_592739-009-11,009,11,1781776856560234900,142,1
20260618_170055_592739,20260618_170055_592739-009-12,009,12,1781776856565930700,145,1
20260618_170055_592739,20260618_170055_592739-009-13,009,13,1781776856572039400,145,1
20260618_170055_592739,20260618_170055_592739-009-14,009,14,1781776856577725000,144,1
20260618_170055_592739,20260618_170055_592739-009-15,009,15,1781776856584794900,145,1
20260618_170055_592739,20260618_170055_592739-009-16,009,16,1781776856590443700,145,1
20260618_170055_592739,20260618_170055_592739-009-17,009,17,1781776856596185200,142,1
20260618_170055_592739,20260618_170055_592739-009-18,009,18,1781776856602410700,145,1
20260618_170055_592739,20260618_170055_592739-009-19,009,19,1781776856608031600,143,1
20260618_170055_592739,20260618_170055_592739-009-20,009,20,1781776856614178600,145,1
20260618_170055_592739,20260618_170055_592739-010-01,010,1,1781776856620502300,144,1
20260618_170055_592739,20260618_170055_592739-010-02,010,2,1781776856626230600,145,1
20260618_170055_592739,20260618_170055_592739-010-03,010,3,1781776856632280700,144,1
20260618_170055_592739,20260618_170055_592739-010-04,010,4,1781776856638263300,143,1
20260618_170055_592739,20260618_170055_592739-010-05,010,5,1781776856644083500,145,1
20260618_170055_592739,20260618_170055_592739-010-06,010,6,1781776856650025000,144,1
20260618_170055_592739,20260618_170055_592739-010-07,010,7,1781776856656428100,142,1
20260618_170055_592739,20260618_170055_592739-010-08,010,8,1781776856662408800,144,1
20260618_170055_592739,20260618_170055_592739-010-09,010,9,1781776856668259500,145,1
20260618_170055_592739,20260618_170055_592739-010-10,010,10,1781776856674423300,145,1
20260618_170055_592739,20260618_170055_592739-010-11,010,11,1781776856679908500,144,1
20260618_170055_592739,20260618_170055_592739-010-12,010,12,1781776856685566700,144,1
20260618_170055_592739,20260618_170055_592739-010-13,010,13,1781776856691535100,145,1
20260618_170055_592739,20260618_170055_592739-010-14,010,14,1781776856696977700,143,1
20260618_170055_592739,20260618_170055_592739-010-15,010,15,1781776856702435200,145,1
20260618_170055_592739,20260618_170055_592739-010-16,010,16,1781776856708223900,142,1
20260618_170055_592739,20260618_170055_592739-010-17,010,17,1781776856713778300,144,1
20260618_170055_592739,20260618_170055_592739-010-18,010,18,1781776856719683100,144,1
20260618_170055_592739,20260618_170055_592739-010-19,010,19,1781776856725565100,144,1
20260618_170055_592739,20260618_170055_592739-010-20,010,20,1781776856731672200,145,1
20260618_170055_592739,20260618_170055_592739-011-01,011,1,1781776856737593300,141,1
20260618_170055_592739,20260618_170055_592739-011-02,011,2,1781776856743768500,145,1
20260618_170055_592739,20260618_170055_592739-011-03,011,3,1781776856750131100,144,1
20260618_170055_592739,20260618_170055_592739-011-04,011,4,1781776856756523900,143,1
20260618_170055_592739,20260618_170055_592739-011-05,011,5,1781776856762726500,145,1
20260618_170055_592739,20260618_170055_592739-011-06,011,6,1781776856768531700,145,1
20260618_170055_592739,20260618_170055_592739-011-07,011,7,1781776856774416200,144,1
20260618_170055_592739,20260618_170055_592739-011-08,011,8,1781776856780611200,143,1
20260618_170055_592739,20260618_170055_592739-011-09,011,9,1781776856786485300,144,1
20260618_170055_592739,20260618_170055_592739-011-10,011,10,1781776856792420400,145,1
20260618_170055_592739,20260618_170055_592739-011-11,011,11,1781776856798561700,143,1
20260618_170055_592739,20260618_170055_592739-011-12,011,12,1781776856804432900,144,1
20260618_170055_592739,20260618_170055_592739-011-13,011,13,1781776856810650800,143,1
20260618_170055_592739,20260618_170055_592739-011-14,011,14,1781776856816251800,143,1
20260618_170055_592739,20260618_170055_592739-011-15,011,15,1781776856822706500,144,1
20260618_170055_592739,20260618_170055_592739-011-16,011,16,1781776856829565500,144,1
20260618_170055_592739,20260618_170055_592739-011-17,011,17,1781776856835397700,144,1
20260618_170055_592739,20260618_170055_592739-011-18,011,18,1781776856841296300,145,1
20260618_170055_592739,20260618_170055_592739-011-19,011,19,1781776856847026500,145,1
20260618_170055_592739,20260618_170055_592739-011-20,011,20,1781776856852679700,144,1
20260618_170055_592739,20260618_170055_592739-012-01,012,1,1781776856860134500,145,1
20260618_170055_592739,20260618_170055_592739-012-02,012,2,1781776856866076400,144,1
20260618_170055_592739,20260618_170055_592739-012-03,012,3,1781776856872242100,145,1
20260618_170055_592739,20260618_170055_592739-012-04,012,4,1781776856878152300,142,1
20260618_170055_592739,20260618_170055_592739-012-05,012,5,1781776856884349900,144,1
20260618_170055_592739,20260618_170055_592739-012-06,012,6,1781776856890678800,144,1
20260618_170055_592739,20260618_170055_592739-012-07,012,7,1781776856896866700,145,1
20260618_170055_592739,20260618_170055_592739-012-08,012,8,1781776856903154000,145,1
20260618_170055_592739,20260618_170055_592739-012-09,012,9,1781776856909362800,144,1
20260618_170055_592739,20260618_170055_592739-012-10,012,10,1781776856915923600,143,1
20260618_170055_592739,20260618_170055_592739-012-11,012,11,1781776856923080100,145,1
20260618_170055_592739,20260618_170055_592739-012-12,012,12,1781776856929716100,145,1
20260618_170055_592739,20260618_170055_592739-012-13,012,13,1781776856936052400,143,1
20260618_170055_592739,20260618_170055_592739-012-14,012,14,1781776856942962000,144,1
20260618_170055_592739,20260618_170055_592739-012-15,012,15,1781776856949606800,144,1
20260618_170055_592739,20260618_170055_592739-012-16,012,16,1781776856956674200,143,1
20260618_170055_592739,20260618_170055_592739-012-17,012,17,1781776856963906900,142,1
20260618_170055_592739,20260618_170055_592739-012-18,012,18,1781776856970301100,145,1
20260618_170055_592739,20260618_170055_592739-012-19,012,19,1781776856976176700,142,1
20260618_170055_592739,20260618_170055_592739-012-20,012,20,1781776856981783600,145,1
20260618_170055_592739,20260618_170055_592739-013-01,013,1,1781776856988213800,142,1
20260618_170055_592739,20260618_170055_592739-013-02,013,2,1781776856994520000,145,1
20260618_170055_592739,20260618_170055_592739-013-03,013,3,1781776857001387600,144,1
20260618_170055_592739,20260618_170055_592739-013-04,013,4,1781776857008089600,144,1
20260618_170055_592739,20260618_170055_592739-013-05,013,5,1781776857014107200,142,1
20260618_170055_592739,20260618_170055_592739-013-06,013,6,1781776857019804000,144,1
20260618_170055_592739,20260618_170055_592739-013-07,013,7,1781776857025418600,142,1
20260618_170055_592739,20260618_170055_592739-013-08,013,8,1781776857031529400,145,1
20260618_170055_592739,20260618_170055_592739-013-09,013,9,1781776857037599200,145,1
20260618_170055_592739,20260618_170055_592739-013-10,013,10,1781776857043607900,145,1
20260618_170055_592739,20260618_170055_592739-013-11,013,11,1781776857050351000,144,1
20260618_170055_592739,20260618_170055_592739-013-12,013,12,1781776857056512400,145,1
20260618_170055_592739,20260618_170055_592739-013-13,013,13,1781776857062672400,141,1
20260618_170055_592739,20260618_170055_592739-013-14,013,14,1781776857068183900,145,1
20260618_170055_592739,20260618_170055_592739-013-15,013,15,1781776857073879800,143,1
20260618_170055_592739,20260618_170055_592739-013-16,013,16,1781776857079650100,145,1
20260618_170055_592739,20260618_170055_592739-013-17,013,17,1781776857085432100,143,1
20260618_170055_592739,20260618_170055_592739-013-18,013,18,1781776857091272200,145,1
20260618_170055_592739,20260618_170055_592739-013-19,013,19,1781776857097437300,145,1
20260618_170055_592739,20260618_170055_592739-013-20,013,20,1781776857103470300,143,1
20260618_170055_592739,20260618_170055_592739-014-01,014,1,1781776857109488900,145,1
20260618_170055_592739,20260618_170055_592739-014-02,014,2,1781776857115265800,144,1
20260618_170055_592739,20260618_170055_592739-014-03,014,3,1781776857121412800,144,1
20260618_170055_592739,20260618_170055_592739-014-04,014,4,1781776857127182100,144,1
20260618_170055_592739,20260618_170055_592739-014-05,014,5,1781776857132670600,145,1
20260618_170055_592739,20260618_170055_592739-014-06,014,6,1781776857139251000,145,1
20260618_170055_592739,20260618_170055_592739-014-07,014,7,1781776857145256900,144,1
20260618_170055_592739,20260618_170055_592739-014-08,014,8,1781776857151836700,145,1
20260618_170055_592739,20260618_170055_592739-014-09,014,9,1781776857158308500,143,1
20260618_170055_592739,20260618_170055_592739-014-10,014,10,1781776857164697900,144,1
20260618_170055_592739,20260618_170055_592739-014-11,014,11,1781776857170984800,143,1
20260618_170055_592739,20260618_170055_592739-014-12,014,12,1781776857177370400,144,1
20260618_170055_592739,20260618_170055_592739-014-13,014,13,1781776857183566700,143,1
20260618_170055_592739,20260618_170055_592739-014-14,014,14,1781776857189892800,145,1
20260618_170055_592739,20260618_170055_592739-014-15,014,15,1781776857195550600,143,1
20260618_170055_592739,20260618_170055_592739-014-16,014,16,1781776857201445600,144,1
20260618_170055_592739,20260618_170055_592739-014-17,014,17,1781776857207548000,144,1
20260618_170055_592739,20260618_170055_592739-014-18,014,18,1781776857213540800,145,1
20260618_170055_592739,20260618_170055_592739-014-19,014,19,1781776857219264300,143,1
20260618_170055_592739,20260618_170055_592739-014-20,014,20,1781776857225646900,145,1
20260618_170055_592739,20260618_170055_592739-015-01,015,1,1781776857231526700,143,1
20260618_170055_592739,20260618_170055_592739-015-02,015,2,1781776857237285100,143,1
20260618_170055_592739,20260618_170055_592739-015-03,015,3,1781776857243853600,145,1
20260618_170055_592739,20260618_170055_592739-015-04,015,4,1781776857249735300,143,1
20260618_170055_592739,20260618_170055_592739-015-05,015,5,1781776857255662100,144,1
20260618_170055_592739,20260618_170055_592739-015-06,015,6,1781776857261446200,145,1
20260618_170055_592739,20260618_170055_592739-015-07,015,7,1781776857267388700,143,1
20260618_170055_592739,20260618_170055_592739-015-08,015,8,1781776857273554400,144,1
20260618_170055_592739,20260618_170055_592739-015-09,015,9,1781776857279354400,144,1
20260618_170055_592739,20260618_170055_592739-015-10,015,10,1781776857285164200,145,1
20260618_170055_592739,20260618_170055_592739-015-11,015,11,1781776857291109700,145,1
20260618_170055_592739,20260618_170055_592739-015-12,015,12,1781776857296922000,145,1
20260618_170055_592739,20260618_170055_592739-015-13,015,13,1781776857302974100,145,1
20260618_170055_592739,20260618_170055_592739-015-14,015,14,1781776857308788800,145,1
20260618_170055_592739,20260618_170055_592739-015-15,015,15,1781776857314457600,144,1
20260618_170055_592739,20260618_170055_592739-015-16,015,16,1781776857320351700,143,1
20260618_170055_592739,20260618_170055_592739-015-17,015,17,1781776857326178400,145,1
20260618_170055_592739,20260618_170055_592739-015-18,015,18,1781776857331906400,144,1
20260618_170055_592739,20260618_170055_592739-015-19,015,19,1781776857337558700,145,1
20260618_170055_592739,20260618_170055_592739-015-20,015,20,1781776857343153100,144,1
20260618_170055_592739,20260618_170055_592739-016-01,016,1,1781776857349283700,143,1
20260618_170055_592739,20260618_170055_592739-016-02,016,2,1781776857354978800,145,1
20260618_170055_592739,20260618_170055_592739-016-03,016,3,1781776857360501400,145,1
20260618_170055_592739,20260618_170055_592739-016-04,016,4,1781776857366041300,144,1
20260618_170055_592739,20260618_170055_592739-016-05,016,5,1781776857372118900,142,1
20260618_170055_592739,20260618_170055_592739-016-06,016,6,1781776857378095900,144,1
20260618_170055_592739,20260618_170055_592739-016-07,016,7,1781776857384861900,145,1
20260618_170055_592739,20260618_170055_592739-016-08,016,8,1781776857392208500,145,1
20260618_170055_592739,20260618_170055_592739-016-09,016,9,1781776857398448100,145,1
20260618_170055_592739,20260618_170055_592739-016-10,016,10,1781776857404348500,144,1
20260618_170055_592739,20260618_170055_592739-016-11,016,11,1781776857410495400,145,1
20260618_170055_592739,20260618_170055_592739-016-12,016,12,1781776857417408000,143,1
20260618_170055_592739,20260618_170055_592739-016-13,016,13,1781776857423503200,142,1
20260618_170055_592739,20260618_170055_592739-016-14,016,14,1781776857429484800,145,1
20260618_170055_592739,20260618_170055_592739-016-15,016,15,1781776857435749600,144,1
20260618_170055_592739,20260618_170055_592739-016-16,016,16,1781776857442783200,145,1
20260618_170055_592739,20260618_170055_592739-016-17,016,17,1781776857448820500,144,1
20260618_170055_592739,20260618_170055_592739-016-18,016,18,1781776857455268600,144,1
20260618_170055_592739,20260618_170055_592739-016-19,016,19,1781776857461843100,143,1
20260618_170055_592739,20260618_170055_592739-016-20,016,20,1781776857468108400,144,1
20260618_170055_592739,20260618_170055_592739-017-01,017,1,1781776857475192800,144,1
20260618_170055_592739,20260618_170055_592739-017-02,017,2,1781776857481621500,143,1
20260618_170055_592739,20260618_170055_592739-017-03,017,3,1781776857487890500,144,1
20260618_170055_592739,20260618_170055_592739-017-04,017,4,1781776857494200600,143,1
20260618_170055_592739,20260618_170055_592739-017-05,017,5,1781776857500657300,145,1
20260618_170055_592739,20260618_170055_592739-017-06,017,6,1781776857506715100,145,1
20260618_170055_592739,20260618_170055_592739-017-07,017,7,1781776857513349800,144,1
20260618_170055_592739,20260618_170055_592739-017-08,017,8,1781776857519230800,143,1
20260618_170055_592739,20260618_170055_592739-017-09,017,9,1781776857525202800,145,1
20260618_170055_592739,20260618_170055_592739-017-10,017,10,1781776857530978300,144,1
20260618_170055_592739,20260618_170055_592739-017-11,017,11,1781776857537222600,144,1
20260618_170055_592739,20260618_170055_592739-017-12,017,12,1781776857543209800,144,1
20260618_170055_592739,20260618_170055_592739-017-13,017,13,1781776857549653900,144,1
20260618_170055_592739,20260618_170055_592739-017-14,017,14,1781776857556103300,145,1
20260618_170055_592739,20260618_170055_592739-017-15,017,15,1781776857561907100,144,1
20260618_170055_592739,20260618_170055_592739-017-16,017,16,1781776857567795600,142,1
20260618_170055_592739,20260618_170055_592739-017-17,017,17,1781776857573693100,143,1
20260618_170055_592739,20260618_170055_592739-017-18,017,18,1781776857579422700,144,1
20260618_170055_592739,20260618_170055_592739-017-19,017,19,1781776857585352000,140,1
20260618_170055_592739,20260618_170055_592739-017-20,017,20,1781776857591268000,145,1
20260618_170055_592739,20260618_170055_592739-018-01,018,1,1781776857597276200,143,1
20260618_170055_592739,20260618_170055_592739-018-02,018,2,1781776857603096300,144,1
20260618_170055_592739,20260618_170055_592739-018-03,018,3,1781776857609187600,144,1
20260618_170055_592739,20260618_170055_592739-018-04,018,4,1781776857614993500,145,1
20260618_170055_592739,20260618_170055_592739-018-05,018,5,1781776857620885200,145,1
20260618_170055_592739,20260618_170055_592739-018-06,018,6,1781776857626786200,144,1
20260618_170055_592739,20260618_170055_592739-018-07,018,7,1781776857632768200,144,1
20260618_170055_592739,20260618_170055_592739-018-08,018,8,1781776857639629600,145,1
20260618_170055_592739,20260618_170055_592739-018-09,018,9,1781776857645472200,144,1
20260618_170055_592739,20260618_170055_592739-018-10,018,10,1781776857651730800,145,1
20260618_170055_592739,20260618_170055_592739-018-11,018,11,1781776857657532200,144,1
20260618_170055_592739,20260618_170055_592739-018-12,018,12,1781776857663684200,143,1
20260618_170055_592739,20260618_170055_592739-018-13,018,13,1781776857669186100,143,1
20260618_170055_592739,20260618_170055_592739-018-14,018,14,1781776857675108700,145,1
20260618_170055_592739,20260618_170055_592739-018-15,018,15,1781776857681605000,145,1
20260618_170055_592739,20260618_170055_592739-018-16,018,16,1781776857687615000,145,1
20260618_170055_592739,20260618_170055_592739-018-17,018,17,1781776857694015800,144,1
20260618_170055_592739,20260618_170055_592739-018-18,018,18,1781776857700041800,143,1
20260618_170055_592739,20260618_170055_592739-018-19,018,19,1781776857705893500,144,1
20260618_170055_592739,20260618_170055_592739-018-20,018,20,1781776857711800800,144,1
20260618_170055_592739,20260618_170055_592739-019-01,019,1,1781776857717643800,143,1
20260618_170055_592739,20260618_170055_592739-019-02,019,2,1781776857724953200,145,1
20260618_170055_592739,20260618_170055_592739-019-03,019,3,1781776857731029000,142,1
20260618_170055_592739,20260618_170055_592739-019-04,019,4,1781776857736692200,144,1
20260618_170055_592739,20260618_170055_592739-019-05,019,5,1781776857742687700,143,1
20260618_170055_592739,20260618_170055_592739-019-06,019,6,1781776857748707100,144,1
20260618_170055_592739,20260618_170055_592739-019-07,019,7,1781776857754365000,144,1
